"gene","size","name","description"
"ENSG00000155254.12",3221,"MARVELD1","MARVEL"
"ENSG00000155256.17",3047,"ZFYVE27","zinc"
"ENSG00000155265.10",6447,"GOLGA7B","golgin"
"ENSG00000155269.11",1694,"GPR78","G"
"ENSG00000155275.18",2799,"TRMT44","tRNA"
"ENSG00000155287.10",1451,"SLC25A28","solute"
"ENSG00000155304.5",3986,"HSPA13","heat"
"ENSG00000155307.18",2744,"SAMSN1","SAM"
"ENSG00000155313.15",5341,"USP25","ubiquitin"
"ENSG00000155324.9",3175,"GRAMD2B","GRAM"
"ENSG00000155329.11",2178,"ZCCHC10","zinc"
"ENSG00000155330.9",6640,"C16orf87","chromosome"
"ENSG00000155363.18",4100,"MOV10","Mov10"
"ENSG00000155366.16",2199,"RHOC","ras"
"ENSG00000155367.15",2474,"PPM1J","protein"
"ENSG00000155368.16",757,"DBI","diazepam"
"ENSG00000155380.11",4374,"SLC16A1","solute"
"ENSG00000155393.12",3560,"HEATR3","HEAT"
"ENSG00000155428.12",1350,"TRIM74","tripartite"
"ENSG00000155438.11",1734,"NIFK","nucleolar"
"ENSG00000155463.12",2971,"OXA1L","OXA1L,"
"ENSG00000155465.18",2447,"SLC7A7","solute"
"ENSG00000155495.8",4270,"MAGEC1","MAGE"
"ENSG00000155506.16",6595,"LARP1","La"
"ENSG00000155508.13",2708,"CNOT8","CCR4-NOT"
"ENSG00000155511.17",5708,"GRIA1","glutamate"
"ENSG00000155530.3",3462,"LRGUK","leucine"
"ENSG00000155542.11",1619,"SETD9","SET"
"ENSG00000155545.19",5210,"MIER3","MIER"
"ENSG00000155561.14",6266,"NUP205","nucleoporin"
"ENSG00000155592.15",7523,"ZKSCAN2","zinc"
"ENSG00000155621.14",3321,"C9orf85","chromosome"
"ENSG00000155622.6",618,"XAGE2","X"
"ENSG00000155629.14",4803,"PIK3AP1","phosphoinositide-3-kinase"
"ENSG00000155636.14",2964,"RBM45","RNA"
"ENSG00000155657.26",109224,"TTN","titin"
"ENSG00000155659.14",2190,"VSIG4","V-set"
"ENSG00000155660.10",2903,"PDIA4","protein"
"ENSG00000155666.11",2462,"KDM8","lysine"
"ENSG00000155714.13",1260,"PDZD9","PDZ"
"ENSG00000155719.17",3875,"OTOA","otoancorin"
"ENSG00000155729.12",2940,"KCTD18","potassium"
"ENSG00000155744.9",9333,"FAM126B","family"
"ENSG00000155749.12",2013,"ALS2CR12","amyotrophic"
"ENSG00000155754.14",5512,"C2CD6","C2"
"ENSG00000155755.18",5592,"TMEM237","transmembrane"
"ENSG00000155760.2",3859,"FZD7","frizzled"
"ENSG00000155761.13",6924,"SPAG17","sperm"
"ENSG00000155792.9",2569,"DEPTOR","DEP"
"ENSG00000155816.19",6434,"FMN2","formin"
"ENSG00000155827.11",3940,"RNF20","ring"
"ENSG00000155833.14",2171,"CYLC2","cylicin"
"ENSG00000155846.16",10568,"PPARGC1B","PPARG"
"ENSG00000155849.15",4022,"ELMO1","engulfment"
"ENSG00000155850.7",8080,"SLC26A2","solute"
"ENSG00000155858.5",6584,"LSM11","LSM11,"
"ENSG00000155868.7",2402,"MED7","mediator"
"ENSG00000155875.13",2099,"SAXO1","stabilizer"
"ENSG00000155876.5",1589,"RRAGA","Ras"
"ENSG00000155886.11",10749,"SLC24A2","solute"
"ENSG00000155890.3",2539,"TRIM42","tripartite"
"ENSG00000155893.12",4158,"PXYLP1","2-phosphoxylose"
"ENSG00000155897.9",5938,"ADCY8","adenylate"
"ENSG00000155903.11",5614,"RASA2","RAS"
"ENSG00000155906.17",2003,"RMND1","required"
"ENSG00000155918.7",1285,"RAET1L","retinoic"
"ENSG00000155926.13",3451,"SLA","Src"
"ENSG00000155957.17",2952,"TMBIM4","transmembrane"
"ENSG00000155959.10",1686,"VBP1","VHL"
"ENSG00000155961.4",3505,"RAB39B","RAB39B,"
"ENSG00000155962.12",2655,"CLIC2","chloride"
"ENSG00000155966.13",13746,"AFF2","AF4/FMR2"
"ENSG00000155970.11",3992,"MICU3","mitochondrial"
"ENSG00000155974.12",5216,"GRIP1","glutamate"
"ENSG00000155975.9",4906,"VPS37A","VPS37A,"
"ENSG00000155980.11",5824,"KIF5A","kinesin"
"ENSG00000156006.4",1322,"NAT2","N-acetyltransferase"
"ENSG00000156009.9",2112,"MAGEA8","MAGE"
"ENSG00000156011.16",11690,"PSD3","pleckstrin"
"ENSG00000156017.12",4130,"CARNMT1","carnosine"
"ENSG00000156026.14",3224,"MCU","mitochondrial"
"ENSG00000156030.13",8091,"ELMSAN1","ELM2"
"ENSG00000156042.17",3703,"CFAP70","cilia"
"ENSG00000156049.6",2482,"GNA14","G"
"ENSG00000156050.8",4078,"FAM161B","FAM161B,"
"ENSG00000156052.10",6539,"GNAQ","G"
"ENSG00000156076.9",2238,"WIF1","WNT"
"ENSG00000156096.13",2103,"UGT2B4","UDP"
"ENSG00000156097.12",4921,"GPR61","G"
"ENSG00000156103.15",11558,"MMP16","matrix"
"ENSG00000156110.13",2222,"ADK","adenosine"
"ENSG00000156113.22",12071,"KCNMA1","potassium"
"ENSG00000156127.6",980,"BATF","basic"
"ENSG00000156136.9",2716,"DCK","deoxycytidine"
"ENSG00000156140.9",6409,"ADAMTS3","ADAM"
"ENSG00000156150.6",1859,"ALX3","ALX"
"ENSG00000156162.16",6197,"DPY19L4","dpy-19"
"ENSG00000156170.12",2549,"NDUFAF6","NADH:ubiquinone"
"ENSG00000156171.14",2246,"DRAM2","DNA"
"ENSG00000156172.5",3334,"C8orf37","chromosome"
"ENSG00000156194.17",3414,"PPEF2","protein"
"ENSG00000156206.13",1631,"CFAP161","cilia"
"ENSG00000156218.12",7336,"ADAMTSL3","ADAMTS"
"ENSG00000156219.16",1561,"ART3","ADP-ribosyltransferase"
"ENSG00000156222.11",2769,"SLC28A1","solute"
"ENSG00000156232.7",5101,"WHAMM","WAS"
"ENSG00000156234.7",1203,"CXCL13","C-X-C"
"ENSG00000156239.11",4865,"N6AMT1","N-6"
"ENSG00000156253.6",3094,"RWDD2B","RWD"
"ENSG00000156256.14",3004,"USP16","ubiquitin"
"ENSG00000156261.12",2005,"CCT8","chaperonin"
"ENSG00000156265.15",2093,"MAP3K7CL","MAP3K7"
"ENSG00000156269.4",2014,"NAA11","N(alpha)-acetyltransferase"
"ENSG00000156273.15",5769,"BACH1","BTB"
"ENSG00000156282.4",1193,"CLDN17","claudin"
"ENSG00000156284.5",2068,"CLDN8","claudin"
"ENSG00000156298.12",1909,"TSPAN7","tetraspanin"
"ENSG00000156299.13",7200,"TIAM1","T"
"ENSG00000156304.14",4193,"SCAF4","SR-related"
"ENSG00000156313.13",4768,"RPGR","retinitis"
"ENSG00000156345.17",2301,"CDK20","cyclin"
"ENSG00000156374.14",2230,"PCGF6","polycomb"
"ENSG00000156381.8",6727,"ANKRD9","ankyrin"
"ENSG00000156384.14",1503,"SFR1","SWI5"
"ENSG00000156395.12",5757,"SORCS3","sortilin"
"ENSG00000156398.12",6866,"SFXN2","sideroflexin"
"ENSG00000156411.9",1659,"ATP5MPL","ATP"
"ENSG00000156413.13",3137,"FUT6","fucosyltransferase"
"ENSG00000156414.18",4782,"TDRD9","tudor"
"ENSG00000156427.7",1986,"FGF18","fibroblast"
"ENSG00000156453.13",4793,"PCDH1","protocadherin"
"ENSG00000156463.17",5607,"SH3RF2","SH3"
"ENSG00000156466.9",3701,"GDF6","growth"
"ENSG00000156467.9",5575,"UQCRB","ubiquinol-cytochrome"
"ENSG00000156469.8",1529,"MTERF3","mitochondrial"
"ENSG00000156471.12",5177,"PTDSS1","phosphatidylserine"
"ENSG00000156475.18",10704,"PPP2R2B","protein"
"ENSG00000156482.10",1129,"RPL30","ribosomal"
"ENSG00000156486.7",5219,"KCNS2","potassium"
"ENSG00000156500.15",2483,"FAM122C","family"
"ENSG00000156502.13",2484,"SUPV3L1","Suv3"
"ENSG00000156504.16",4326,"FAM122B","family"
"ENSG00000156508.17",4441,"EEF1A1","eukaryotic"
"ENSG00000156509.13",2886,"FBXO43","F-box"
"ENSG00000156510.12",3689,"HKDC1","hexokinase"
"ENSG00000156515.22",3999,"HK1","hexokinase"
"ENSG00000156521.13",3644,"TYSND1","trypsin"
"ENSG00000156531.16",4759,"PHF6","PHD"
"ENSG00000156535.13",9401,"CD109","CD109"
"ENSG00000156564.8",3270,"LRFN2","leucine"
"ENSG00000156574.9",1665,"NODAL","nodal"
"ENSG00000156575.2",869,"PRG3","proteoglycan"
"ENSG00000156587.15",1573,"UBE2L6","ubiquitin"
"ENSG00000156599.10",4666,"ZDHHC5","zinc"
"ENSG00000156603.17",1637,"MED19","mediator"
"ENSG00000156639.11",3366,"ZFAND3","zinc"
"ENSG00000156642.16",2817,"NPTN","neuroplastin"
"ENSG00000156650.12",8287,"KAT6B","lysine"
"ENSG00000156671.12",6935,"SAMD8","sterile"
"ENSG00000156675.15",7811,"RAB11FIP1","RAB11"
"ENSG00000156687.10",8662,"UNC5D","unc-5"
"ENSG00000156689.6",1640,"GLYATL2","glycine-N-acyltransferase"
"ENSG00000156697.12",2488,"UTP14A","UTP14A,"
"ENSG00000156709.13",2468,"AIFM1","apoptosis"
"ENSG00000156711.16",6196,"MAPK13","mitogen-activated"
"ENSG00000156735.10",4453,"BAG4","BCL2"
"ENSG00000156738.17",3475,"MS4A1","membrane"
"ENSG00000156787.16",3502,"TBC1D31","TBC1"
"ENSG00000156795.6",1491,"WDYHV1","WDYHV"
"ENSG00000156802.12",5565,"ATAD2","ATPase"
"ENSG00000156804.7",6744,"FBXO32","F-box"
"ENSG00000156831.7",1195,"NSMCE2","NSE2"
"ENSG00000156853.12",3547,"ZNF689","zinc"
"ENSG00000156858.11",2316,"PRR14","proline"
"ENSG00000156860.15",5200,"FBRS","fibrosin"
"ENSG00000156869.13",2678,"FRRS1","ferric"
"ENSG00000156873.15",5539,"PHKG2","phosphorylase"
"ENSG00000156875.13",2777,"MFSD14A","major"
"ENSG00000156876.9",3880,"SASS6","SAS-6"
"ENSG00000156885.5",440,"COX6A2","cytochrome"
"ENSG00000156886.11",3912,"ITGAD","integrin"
"ENSG00000156920.10",9931,"ADGRG4","adhesion"
"ENSG00000156925.11",3469,"ZIC3","Zic"
"ENSG00000156928.4",3044,"MALSU1","mitochondrial"
"ENSG00000156931.15",5047,"VPS8","VPS8,"
"ENSG00000156958.14",5299,"GALK2","galactokinase"
"ENSG00000156959.8",4880,"LHFPL4","LHFPL"
"ENSG00000156966.6",3706,"B3GNT7","UDP-GlcNAc:betaGal"
"ENSG00000156968.8",5820,"MPV17L","MPV17"
"ENSG00000156970.12",3725,"BUB1B","BUB1"
"ENSG00000156973.13",1175,"PDE6D","phosphodiesterase"
"ENSG00000156976.16",1919,"EIF4A2","eukaryotic"
"ENSG00000156983.15",4736,"BRPF1","bromodomain"
"ENSG00000156990.14",1225,"RPUSD3","RNA"
"ENSG00000157005.3",618,"SST","somatostatin"
"ENSG00000157014.10",5342,"TATDN2","TatD"
"ENSG00000157017.15",1425,"GHRL","ghrelin"
"ENSG00000157020.17",1603,"SEC13","SEC13"
"ENSG00000157036.12",2792,"EXOG","exo/endonuclease"
"ENSG00000157045.8",1204,"NTAN1","N-terminal"
"ENSG00000157060.15",2317,"SHCBP1L","SHC"
"ENSG00000157064.10",5663,"NMNAT2","nicotinamide"
"ENSG00000157077.14",5194,"ZFYVE9","zinc"
"ENSG00000157087.18",8962,"ATP2B2","ATPase"
"ENSG00000157093.8",904,"LYZL4","lysozyme"
"ENSG00000157103.11",6767,"SLC6A1","solute"
"ENSG00000157106.16",16115,"SMG1","SMG1,"
"ENSG00000157107.13",4981,"FCHO2","FCH"
"ENSG00000157110.15",3110,"RBPMS","RNA"
"ENSG00000157111.12",1535,"TMEM171","transmembrane"
"ENSG00000157119.11",2517,"KLHL40","kelch"
"ENSG00000157131.10",2356,"C8A","complement"
"ENSG00000157150.4",1650,"TIMP4","TIMP"
"ENSG00000157152.16",3871,"SYN2","synapsin"
"ENSG00000157168.18",5931,"NRG1","neuregulin"
"ENSG00000157181.15",3792,"ODR4","odr-4"
"ENSG00000157184.6",3094,"CPT2","carnitine"
"ENSG00000157191.19",2070,"NECAP2","NECAP"
"ENSG00000157193.15",7648,"LRP8","LDL"
"ENSG00000157211.11",2723,"CDCP2","CUB"
"ENSG00000157212.18",3827,"PAXIP1","PAX"
"ENSG00000157214.13",7033,"STEAP2","STEAP2"
"ENSG00000157216.15",3168,"SSBP3","single"
"ENSG00000157219.3",2912,"HTR5A","5-hydroxytryptamine"
"ENSG00000157224.15",3565,"CLDN12","claudin"
"ENSG00000157227.12",3732,"MMP14","matrix"
"ENSG00000157240.3",6963,"FZD1","frizzled"
"ENSG00000157259.7",3962,"GATAD1","GATA"
"ENSG00000157303.10",1195,"SUSD3","sushi"
"ENSG00000157315.4",938,"TMED6","transmembrane"
"ENSG00000157322.17",2215,"CLEC18A","C-type"
"ENSG00000157326.18",1443,"DHRS4","dehydrogenase/reductase"
"ENSG00000157330.9",3549,"C1orf158","chromosome"
"ENSG00000157335.20",2215,"CLEC18C","C-type"
"ENSG00000157343.8",1254,"ARMC12","armadillo"
"ENSG00000157349.16",3386,"DDX19B","DEAD-box"
"ENSG00000157350.12",8872,"ST3GAL2","ST3"
"ENSG00000157353.16",4081,"FUK","fucokinase"
"ENSG00000157368.10",1779,"IL34","interleukin"
"ENSG00000157379.13",1480,"DHRS1","dehydrogenase/reductase"
"ENSG00000157388.16",8991,"CACNA1D","calcium"
"ENSG00000157399.14",2506,"ARSE","arylsulfatase"
"ENSG00000157404.15",5186,"KIT","KIT"
"ENSG00000157423.17",15719,"HYDIN","HYDIN,"
"ENSG00000157426.13",3590,"AASDH","aminoadipate-semialdehyde"
"ENSG00000157429.15",3220,"ZNF19","zinc"
"ENSG00000157445.14",3675,"CACNA2D3","calcium"
"ENSG00000157450.15",5913,"RNF111","ring"
"ENSG00000157456.7",2503,"CCNB2","cyclin"
"ENSG00000157470.11",3465,"FAM81A","family"
"ENSG00000157483.8",8673,"MYO1E","myosin"
"ENSG00000157500.10",6058,"APPL1","adaptor"
"ENSG00000157502.13",4308,"MUM1L1","MUM1"
"ENSG00000157510.13",4177,"AFAP1L1","actin"
"ENSG00000157514.16",2266,"TSC22D3","TSC22"
"ENSG00000157538.13",3256,"VPS26C","VPS26"
"ENSG00000157540.20",17562,"DYRK1A","dual"
"ENSG00000157542.10",19645,"KCNJ6","potassium"
"ENSG00000157551.18",8399,"KCNJ15","potassium"
"ENSG00000157554.18",5034,"ERG","ERG,"
"ENSG00000157557.11",3936,"ETS2","ETS"
"ENSG00000157570.11",4229,"TSPAN18","tetraspanin"
"ENSG00000157578.13",2564,"LCA5L","LCA5L,"
"ENSG00000157593.18",2063,"SLC35B2","solute"
"ENSG00000157600.11",5567,"TMEM164","transmembrane"
"ENSG00000157601.13",3470,"MX1","MX"
"ENSG00000157613.10",2687,"CREB3L1","cAMP"
"ENSG00000157617.16",6345,"C2CD2","C2"
"ENSG00000157625.15",6671,"TAB3","TGF-beta"
"ENSG00000157637.12",4300,"SLC38A10","solute"
"ENSG00000157653.11",2130,"C9orf43","chromosome"
"ENSG00000157654.17",7507,"PALM2-AKAP2","PALM2-AKAP2"
"ENSG00000157657.14",9289,"ZNF618","zinc"
"ENSG00000157680.15",12928,"DGKI","diacylglycerol"
"ENSG00000157693.14",4578,"TMEM268","transmembrane"
"ENSG00000157703.15",1653,"SVOPL","SVOP"
"ENSG00000157734.13",3614,"SNX22","sorting"
"ENSG00000157741.14",14444,"UBN2","ubinuclein"
"ENSG00000157764.13",9578,"BRAF","B-Raf"
"ENSG00000157765.12",4122,"SLC34A2","solute"
"ENSG00000157766.16",8954,"ACAN","aggrecan"
"ENSG00000157778.8",1391,"PSMG3","proteasome"
"ENSG00000157782.9",1857,"CABP1","calcium"
"ENSG00000157796.17",4520,"WDR19","WD"
"ENSG00000157800.17",3349,"SLC37A3","solute"
"ENSG00000157823.16",5891,"AP3S2","adaptor"
"ENSG00000157827.19",5575,"FMNL2","formin"
"ENSG00000157833.12",5138,"GAREM2","GRB2"
"ENSG00000157837.15",4148,"SPPL3","signal"
"ENSG00000157851.16",5209,"DPYSL5","dihydropyrimidinase"
"ENSG00000157856.10",2491,"DRC1","dynein"
"ENSG00000157869.14",1810,"RAB28","RAB28,"
"ENSG00000157870.14",2827,"FAM213B","family"
"ENSG00000157873.17",1707,"TNFRSF14","TNF"
"ENSG00000157881.13",2677,"PANK4","pantothenate"
"ENSG00000157884.10",773,"CIB4","calcium"
"ENSG00000157890.17",6163,"MEGF11","multiple"
"ENSG00000157895.11",4469,"C12orf43","chromosome"
"ENSG00000157911.9",2871,"PEX10","peroxisomal"
"ENSG00000157916.19",3044,"RER1","retention"
"ENSG00000157927.16",3689,"RADIL","Rap"
"ENSG00000157933.9",5613,"SKI","SKI"
"ENSG00000157954.14",4476,"WIPI2","WD"
"ENSG00000157978.11",2940,"LDLRAP1","low"
"ENSG00000157985.18",10832,"AGAP1","ArfGAP"
"ENSG00000157992.12",956,"KRTCAP3","keratinocyte"
"ENSG00000157999.5",1257,"ANKRD61","ankyrin"
"ENSG00000158006.13",3581,"PAFAH2","platelet"
"ENSG00000158008.9",4015,"EXTL1","exostosin"
"ENSG00000158014.14",3097,"SLC30A2","solute"
"ENSG00000158019.20",1852,"BABAM2","BRISC"
"ENSG00000158022.6",1770,"TRIM63","tripartite"
"ENSG00000158023.9",4467,"WDR66","WD"
"ENSG00000158042.8",1969,"MRPL17","mitochondrial"
"ENSG00000158050.4",1688,"DUSP2","dual"
"ENSG00000158055.15",2869,"GRHL3","grainyhead"
"ENSG00000158062.20",2254,"UBXN11","UBX"
"ENSG00000158077.4",3628,"NLRP14","NLR"
"ENSG00000158079.14",4517,"PTPDC1","protein"
"ENSG00000158089.14",2733,"GALNT14","polypeptide"
"ENSG00000158092.6",2403,"NCK1","NCK"
"ENSG00000158104.11",1709,"HPD","4-hydroxyphenylpyruvate"
"ENSG00000158106.13",3683,"RHPN1","rhophilin"
"ENSG00000158109.14",2414,"TPRG1L","tumor"
"ENSG00000158113.12",2028,"LRRC43","leucine"
"ENSG00000158122.11",2863,"AAED1","AhpC/TSA"
"ENSG00000158125.9",5688,"XDH","xanthine"
"ENSG00000158156.7",2692,"XKR8","XK"
"ENSG00000158158.11",4800,"CNNM4","cyclin"
"ENSG00000158161.15",6085,"EYA3","EYA"
"ENSG00000158163.14",3493,"DZIP1L","DAZ"
"ENSG00000158164.6",685,"TMSB15A","thymosin"
"ENSG00000158169.12",4585,"FANCC","Fanconi"
"ENSG00000158186.12",4538,"MRAS","muscle"
"ENSG00000158195.10",5676,"WASF2","WAS"
"ENSG00000158201.9",2080,"ABHD3","abhydrolase"
"ENSG00000158220.13",4407,"ESYT3","extended"
"ENSG00000158234.12",1622,"FAIM","Fas"
"ENSG00000158246.7",2368,"TENT5B","terminal"
"ENSG00000158258.16",14202,"CLSTN2","calsyntenin"
"ENSG00000158270.11",5742,"COLEC12","collectin"
"ENSG00000158286.12",3924,"RNF207","ring"
"ENSG00000158290.16",4902,"CUL4B","cullin"
"ENSG00000158292.6",4082,"GPR153","G"
"ENSG00000158296.13",4017,"SLC13A3","solute"
"ENSG00000158301.18",3935,"GPRASP2","G"
"ENSG00000158315.10",2129,"RHBDL2","rhomboid"
"ENSG00000158321.16",7006,"AUTS2","AUTS2,"
"ENSG00000158352.15",9556,"SHROOM4","shroom"
"ENSG00000158373.8",789,"HIST1H2BD","histone"
"ENSG00000158402.18",2128,"CDC25C","cell"
"ENSG00000158406.4",1034,"HIST1H4H","histone"
"ENSG00000158411.11",971,"MITD1","microtubule"
"ENSG00000158417.10",5777,"EIF5B","eukaryotic"
"ENSG00000158423.16",1949,"RIBC1","RIB43A"
"ENSG00000158427.14",2186,"TMSB15B","thymosin"
"ENSG00000158428.3",1323,"CATIP","ciliogenesis"
"ENSG00000158435.7",2599,"CNOT11","CCR4-NOT"
"ENSG00000158445.9",11879,"KCNB1","potassium"
"ENSG00000158457.5",1863,"TSPAN33","tetraspanin"
"ENSG00000158458.19",3723,"NRG2","neuregulin"
"ENSG00000158467.16",5056,"AHCYL2","adenosylhomocysteinase"
"ENSG00000158470.5",4722,"B4GALT5","beta-1,4-galactosyltransferase"
"ENSG00000158473.6",2253,"CD1D","CD1d"
"ENSG00000158477.6",2096,"CD1A","CD1a"
"ENSG00000158480.10",4138,"SPATA2","spermatogenesis"
"ENSG00000158481.12",1435,"CD1C","CD1c"
"ENSG00000158483.15",2110,"FAM86C1","family"
"ENSG00000158485.10",1395,"CD1B","CD1b"
"ENSG00000158486.13",12394,"DNAH3","dynein"
"ENSG00000158488.15",1820,"CD1E","CD1e"
"ENSG00000158497.3",384,"HMHB1","histocompatibility"
"ENSG00000158516.11",1366,"CPA2","carboxypeptidase"
"ENSG00000158517.13",1396,"NCF1","neutrophil"
"ENSG00000158525.15",2573,"CPA5","carboxypeptidase"
"ENSG00000158526.7",1534,"TSR2","TSR2,"
"ENSG00000158528.11",10090,"PPP1R9A","protein"
"ENSG00000158545.15",3729,"ZC3H18","zinc"
"ENSG00000158552.12",2021,"ZFAND2B","zinc"
"ENSG00000158553.4",3108,"POM121L2","POM121"
"ENSG00000158555.14",4150,"GDPD5","glycerophosphodiester"
"ENSG00000158560.14",2950,"DYNC1I1","dynein"
"ENSG00000158571.10",1929,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase"
"ENSG00000158578.19",2027,"ALAS2","5'-aminolevulinate"
"ENSG00000158604.14",2322,"TMED4","transmembrane"
"ENSG00000158615.8",5227,"PPP1R15B","protein"
"ENSG00000158623.14",3134,"COPG2","coatomer"
"ENSG00000158636.16",6848,"EMSY","EMSY,"
"ENSG00000158639.12",741,"PAGE5","PAGE"
"ENSG00000158669.11",6298,"GPAT4","glycerol-3-phosphate"
"ENSG00000158683.7",9092,"PKD1L1","polycystin"
"ENSG00000158691.14",5495,"ZSCAN12","zinc"
"ENSG00000158710.14",1604,"TAGLN2","transgelin"
"ENSG00000158711.13",10239,"ELK4","ELK4,"
"ENSG00000158714.10",2996,"SLAMF8","SLAM"
"ENSG00000158715.5",3341,"SLC45A3","solute"
"ENSG00000158716.8",756,"DUSP23","dual"
"ENSG00000158717.10",2419,"RNF166","ring"
"ENSG00000158747.14",2172,"NBL1","neuroblastoma"
"ENSG00000158748.3",1984,"HTR6","5-hydroxytryptamine"
"ENSG00000158764.6",1151,"ITLN2","intelectin"
"ENSG00000158769.17",4835,"F11R","F11"
"ENSG00000158773.14",1807,"USF1","upstream"
"ENSG00000158786.4",2723,"PLA2G2F","phospholipase"
"ENSG00000158792.15",2335,"SPATA2L","spermatogenesis"
"ENSG00000158793.13",2081,"NIT1","nitrilase"
"ENSG00000158796.16",2345,"DEDD","death"
"ENSG00000158805.11",4589,"ZNF276","zinc"
"ENSG00000158806.13",1874,"NPM2","nucleophosmin/nucleoplasmin"
"ENSG00000158813.17",5278,"EDA","ectodysplasin"
"ENSG00000158815.10",1714,"FGF17","fibroblast"
"ENSG00000158816.15",4475,"VWA5B1","von"
"ENSG00000158825.5",963,"CDA","cytidine"
"ENSG00000158828.7",2660,"PINK1","PTEN"
"ENSG00000158850.14",2414,"B4GALT3","beta-1,4-galactosyltransferase"
"ENSG00000158856.18",2772,"DMTN","dematin"
"ENSG00000158859.9",9773,"ADAMTS4","ADAM"
"ENSG00000158863.21",4245,"FAM160B2","family"
"ENSG00000158864.12",2064,"NDUFS2","NADH:ubiquinone"
"ENSG00000158865.12",2745,"SLC5A11","solute"
"ENSG00000158869.10",591,"FCER1G","Fc"
"ENSG00000158874.11",530,"APOA2","apolipoprotein"
"ENSG00000158882.14",2807,"TOMM40L","translocase"
"ENSG00000158887.15",1955,"MPZ","myelin"
"ENSG00000158901.11",1268,"WFDC8","WAP"
"ENSG00000158941.16",4853,"CCAR2","cell"
"ENSG00000158955.10",2654,"WNT9B","Wnt"
"ENSG00000158966.13",5275,"CACHD1","cache"
"ENSG00000158985.13",4352,"CDC42SE2","CDC42"
"ENSG00000158987.20",8357,"RAPGEF6","Rap"
"ENSG00000159023.20",6016,"EPB41","erythrocyte"
"ENSG00000159055.3",1575,"MIS18A","MIS18"
"ENSG00000159063.12",1677,"ALG8","ALG8,"
"ENSG00000159069.13",2274,"FBXW5","F-box"
"ENSG00000159079.18",2503,"CFAP298","cilia"
"ENSG00000159082.17",7094,"SYNJ1","synaptojanin"
"ENSG00000159086.14",3995,"PAXBP1","PAX3"
"ENSG00000159110.19",4284,"IFNAR2","interferon"
"ENSG00000159111.12",2013,"MRPL10","mitochondrial"
"ENSG00000159128.14",2221,"IFNGR2","interferon"
"ENSG00000159131.16",3490,"GART","phosphoribosylglycinamide"
"ENSG00000159140.19",8813,"SON","SON"
"ENSG00000159147.17",2332,"DONSON","downstream"
"ENSG00000159164.9",4416,"SV2A","synaptic"
"ENSG00000159166.13",2906,"LAD1","ladinin"
"ENSG00000159167.11",3883,"STC1","stanniocalcin"
"ENSG00000159173.18",6142,"TNNI1","troponin"
"ENSG00000159176.13",2129,"CSRP1","cysteine"
"ENSG00000159182.4",386,"PRAC1","PRAC1"
"ENSG00000159184.7",3467,"HOXB13","homeobox"
"ENSG00000159189.11",1183,"C1QC","complement"
"ENSG00000159197.3",1051,"KCNE2","potassium"
"ENSG00000159199.13",614,"ATP5MC1","ATP"
"ENSG00000159200.17",2816,"RCAN1","regulator"
"ENSG00000159202.17",3122,"UBE2Z","ubiquitin"
"ENSG00000159208.15",1746,"CIART","circadian"
"ENSG00000159210.9",2319,"SNF8","SNF8,"
"ENSG00000159212.12",3860,"CLIC6","chloride"
"ENSG00000159214.12",1463,"CCDC24","coiled-coil"
"ENSG00000159216.18",7274,"RUNX1","runt"
"ENSG00000159217.9",8274,"IGF2BP1","insulin"
"ENSG00000159224.4",716,"GIP","gastric"
"ENSG00000159228.12",1924,"CBR1","carbonyl"
"ENSG00000159231.5",1169,"CBR3","carbonyl"
"ENSG00000159248.4",2889,"GJD2","gap"
"ENSG00000159251.6",4106,"ACTC1","actin,"
"ENSG00000159256.12",4246,"MORC3","MORC"
"ENSG00000159259.7",4480,"CHAF1B","chromatin"
"ENSG00000159261.10",1942,"CLDN14","claudin"
"ENSG00000159263.15",4442,"SIM2","SIM"
"ENSG00000159267.14",6466,"HLCS","holocarboxylase"
"ENSG00000159289.6",3176,"GOLGA6A","golgin"
"ENSG00000159307.18",9808,"SCUBE1","signal"
"ENSG00000159314.11",4242,"ARHGAP27","Rho"
"ENSG00000159322.17",2557,"ADPGK","ADP"
"ENSG00000159335.15",1150,"PTMS","parathymosin"
"ENSG00000159337.6",3584,"PLA2G4D","phospholipase"
"ENSG00000159339.13",2267,"PADI4","peptidyl"
"ENSG00000159346.12",2177,"ADIPOR1","adiponectin"
"ENSG00000159348.12",1651,"CYB5R1","cytochrome"
"ENSG00000159352.15",1350,"PSMD4","proteasome"
"ENSG00000159363.17",3981,"ATP13A2","ATPase"
"ENSG00000159374.17",2543,"M1AP","meiosis"
"ENSG00000159377.10",964,"PSMB4","proteasome"
"ENSG00000159387.7",3128,"IRX6","iroquois"
"ENSG00000159388.5",2712,"BTG2","BTG"
"ENSG00000159398.15",2258,"CES5A","carboxylesterase"
"ENSG00000159399.9",5772,"HK2","hexokinase"
"ENSG00000159403.15",2660,"C1R","complement"
"ENSG00000159409.14",3246,"CELF3","CUGBP"
"ENSG00000159423.16",3363,"ALDH4A1","aldehyde"
"ENSG00000159433.11",15567,"STARD9","StAR"
"ENSG00000159445.12",2377,"THEM4","thioesterase"
"ENSG00000159450.12",6995,"TCHH","trichohyalin"
"ENSG00000159455.8",612,"LCE2B","late"
"ENSG00000159459.11",7761,"UBR1","ubiquitin"
